 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
417,16-1_10min:n_7_t_61:_10050,1547.861,255,0,255,255,255,398.802,660.999,398.802,660.999,357.638,369.75,573.33,45.24,159.21,116.138,16.969,107.295,0.152,164.819,394704.427,255,NaN,NaN,100,521475,51,370.62,573.33,104.99,25.299,6.844,0.146,0.598
418,16-1_10min:n_7_t_61:_10051,1801.422,255,0,255,255,255,401.928,668.29,401.928,668.29,368.5,371.49,575.94,46.98,162.69,117.148,19.579,106.136,0.167,167.54,459362.61,255,NaN,NaN,100,606900,52,371.49,575.94,103.82,30.41,5.983,0.167,0.557
419,16-1_10min:n_7_t_61:_10052,1793.096,255,0,255,255,255,403.347,670.32,403.347,670.32,366.163,369.75,579.42,49.59,159.21,112.6,20.276,105.824,0.168,164.377,457239.506,255,NaN,NaN,100,604095,53,371.49,579.42,104.404,31.467,5.553,0.18,0.542
420,16-1_10min:n_7_t_61:_10053,1929.338,255,0,255,255,255,403.66,669.092,403.66,669.092,385.303,369.75,570.72,51.33,167.04,117.835,20.847,106.129,0.163,172.394,491981.216,255,NaN,NaN,100,649995,54,370.62,570.72,104.317,32.288,5.652,0.177,0.537
421,16-1_10min:n_7_t_61:_10054,1877.112,255,0,255,255,255,404.236,670.748,404.236,670.748,380.804,370.62,573.33,49.59,166.17,116.978,20.431,105.313,0.163,171.127,478663.56,255,NaN,NaN,100,632400,55,371.49,573.33,103.824,32.025,5.725,0.175,0.536
422,16-1_10min:n_7_t_61:_10055,1832.455,255,0,255,255,255,406.265,673.048,406.265,673.048,357.973,372.36,583.77,50.46,153.12,104.916,22.238,104.088,0.18,158.712,467275.999,255,NaN,NaN,100,617355,56,372.36,583.77,105.255,34.633,4.718,0.212,0.536
423,16-1_10min:n_7_t_61:_10056,1577.38,255,0,255,255,255,410.797,673.974,410.797,673.974,333.613,378.45,594.21,47.85,143.55,92.418,21.732,101.403,0.178,147.308,402231.798,255,NaN,NaN,100,531420,57,378.45,594.21,102.969,33.578,4.253,0.235,0.507
424,16-1_10min:n_7_t_61:_10057,1211.797,255,0,255,255,255,415.157,671.83,415.157,671.83,230.494,388.89,622.05,40.02,96.57,78.002,19.78,104.528,0.287,100.265,309008.209,255,NaN,NaN,100,408255,58,389.76,622.05,105.604,28.347,3.943,0.254,0.629
425,16-1_10min:n_7_t_61:_10058,1217.095,255,0,255,255,255,419.881,677.383,419.881,677.383,194.093,404.55,636.84,27.84,80.91,76.504,20.256,94.702,0.406,81.956,310359.276,255,NaN,NaN,100,410040,59,405.42,636.84,99.162,25.365,3.777,0.265,0.765
426,16-1_10min:n_7_t_61:_10059,1497.905,255,0,255,255,255,421.542,674.771,421.542,674.771,223.673,403.68,632.49,31.32,91.35,88.76,21.487,94.743,0.376,92.834,381965.801,255,NaN,NaN,100,504645,60,403.68,632.49,100.257,27.511,4.131,0.242,0.733
427,16-1_10min:n_7_t_61:_10060,1598.573,255,0,255,255,255,422.523,674.423,422.523,674.423,263.132,403.68,632.49,33.06,105.27,91.279,22.298,94.623,0.29,105.704,407636.064,255,NaN,NaN,100,538560,61,405.42,632.49,95.194,31.087,4.094,0.244,0.63
428,16-1_10min:n_8_t_25:_10001,702.403,255,0,255,255,255,557.85,66.046,557.85,66.046,175.04,544.62,21.75,25.23,76.56,75.163,11.898,74.855,0.288,80.083,179112.816,255,NaN,NaN,100,236640,2,546.36,98.31,72.943,14.58,6.317,0.158,0.887
429,16-1_10min:n_8_t_25:_10001,702.403,255,0,255,255,255,557.85,66.046,557.85,66.046,175.04,544.62,21.75,25.23,76.56,75.163,11.898,74.855,0.288,80.083,179112.816,255,NaN,NaN,100,236640,2,546.36,98.31,72.943,14.58,6.317,0.158,0.887
430,16-1_10min:n_8_t_25:_10002,708.458,255,0,255,255,255,557.047,66.206,557.047,66.206,172.58,543.75,23.49,25.23,74.82,75.382,11.966,74.885,0.299,78.686,180656.892,255,NaN,NaN,100,238680,3,544.62,98.31,71.966,14.515,6.3,0.159,0.896
431,16-1_10min:n_8_t_25:_10003,741.762,255,0,255,255,255,556.317,65.529,556.317,65.529,175.761,542.01,21.75,26.97,75.69,76.245,12.387,74.727,0.302,79.513,189149.31,255,NaN,NaN,100,249900,4,543.75,97.44,72.16,15.4,6.155,0.162,0.866
432,16-1_10min:n_8_t_25:_10004,732.679,255,0,255,255,255,556.191,65.781,556.191,65.781,175.761,542.01,21.75,26.97,75.69,76.063,12.264,74.221,0.298,79.513,186833.196,255,NaN,NaN,100,246840,5,543.75,97.44,72.16,14.86,6.202,0.161,0.878
433,16-1_10min:n_8_t_25:_10005,691.807,255,0,255,255,255,556.432,63.455,556.432,63.455,178.943,542.88,19.14,26.97,78.3,79.029,11.146,74.011,0.271,82.002,176410.683,255,NaN,NaN,100,233070,6,544.62,97.44,72.719,13.759,7.091,0.141,0.871
434,16-1_10min:n_8_t_25:_10006,777.336,255,0,255,255,255,556.765,62.276,556.765,62.276,186.835,542.01,18.27,30.45,80.04,86.139,11.49,72.971,0.28,84.744,198220.757,255,NaN,NaN,100,261885,7,542.88,98.31,70.821,14.044,7.497,0.133,0.863
435,16-1_10min:n_8_t_25:_10007,799.286,255,0,255,255,255,558.195,60.715,558.195,60.715,181.913,543.75,17.4,29.58,77.43,82.886,12.278,73.826,0.304,81.711,203818.032,255,NaN,NaN,100,269280,8,544.62,94.83,71.372,14.857,6.751,0.148,0.856
436,16-1_10min:n_8_t_25:_10008,821.237,255,0,255,255,255,558.187,60.817,558.187,60.817,181.403,542.88,20.01,29.58,77.43,83.826,12.474,72.393,0.314,81.993,209415.308,255,NaN,NaN,100,276675,9,544.62,97.44,70.796,14.244,6.72,0.149,0.889
437,16-1_10min:n_8_t_25:_10009,877.247,255,0,255,255,255,559.998,59.163,559.998,59.163,186.325,543.75,18.27,31.32,79.17,86.294,12.943,72.093,0.318,83.922,223698.011,255,NaN,NaN,100,295545,10,544.62,97.44,70.626,14.302,6.667,0.15,0.892
438,16-1_10min:n_8_t_25:_10010,893.142,255,0,255,255,255,560.951,56.871,560.951,56.871,181.105,543.75,19.14,32.19,75.69,83.813,13.568,70.561,0.342,81.265,227751.21,255,NaN,NaN,100,300900,11,544.62,94.83,68.654,14.469,6.177,0.162,0.894
439,16-1_10min:n_8_t_25:_10011,878.004,255,0,255,255,255,562.859,55.456,562.859,55.456,175.164,546.36,17.4,29.58,74.82,77.309,14.46,70.361,0.36,79.242,223891.02,255,NaN,NaN,100,295800,12,547.23,92.22,70.769,16.572,5.346,0.187,0.91
440,16-1_10min:n_8_t_30:_10012,958.992,255,0,255,255,255,567.117,53.442,567.117,53.442,167.097,548.1,20.88,33.93,68.73,69.801,17.493,66.828,0.432,73.832,244543.036,255,NaN,NaN,100,323085,13,548.97,89.61,68.575,19.529,3.99,0.251,0.917
441,16-1_10min:n_8_t_30:_10013,951.423,255,0,255,255,255,568.221,52.146,568.221,52.146,171.808,548.1,18.27,33.93,71.34,67.586,17.924,68.854,0.405,76.268,242612.941,255,NaN,NaN,100,320535,14,548.1,89.61,69.291,21.686,3.771,0.265,0.871
442,16-1_10min:n_8_t_31:_10014,1011.975,255,0,255,255,255,569.153,52.936,569.153,52.936,176.729,548.1,20.01,38.28,70.47,61.811,20.846,68.56,0.407,75.148,258053.702,255,NaN,NaN,100,340935,15,548.1,90.48,69.677,26.932,2.965,0.337,0.812
443,16-1_10min:n_8_t_32:_10015,1097.505,255,0,255,255,255,571.108,52.99,571.108,52.99,182.881,548.1,20.01,42.63,70.47,59.177,23.614,65.393,0.412,75.148,279863.775,255,NaN,NaN,100,369750,16,548.97,90.48,69.677,31.045,2.506,0.399,0.789
444,16-1_10min:n_8_t_32:_10016,1163.355,255,0,255,255,255,573.712,51.238,573.712,51.238,188.909,549.84,17.4,42.63,71.34,58.576,25.287,66.631,0.41,77.567,296655.601,255,NaN,NaN,100,391935,17,550.71,88.74,66.886,32.659,2.316,0.432,0.756
445,16-1_10min:n_8_t_32:_10017,1145.947,255,0,255,255,255,573.612,50.675,573.612,50.675,189.841,548.97,16.53,44.37,72.21,59.885,24.364,66.178,0.4,78.368,292216.383,255,NaN,NaN,100,386070,18,549.84,88.74,67.135,31.95,2.458,0.407,0.763
446,16-1_10min:n_8_t_32:_10018,1112.643,255,0,255,255,255,574.009,50.371,574.009,50.371,178.469,550.71,17.4,40.02,69.6,61.038,23.21,67.346,0.439,75.289,283723.965,255,NaN,NaN,100,374850,19,551.58,87,67.584,29.368,2.63,0.38,0.812
447,16-1_10min:n_8_t_32:_10019,806.855,255,0,255,255,255,576.062,48.245,576.062,48.245,157.677,554.19,18.27,34.8,62.64,56.817,18.081,67.364,0.408,68.116,205748.127,255,NaN,NaN,100,271830,20,555.06,80.91,65.072,23.161,3.142,0.318,0.784
448,16-1_10min:n_8_t_39:_10020,1350.31,255,0,255,255,255,588.418,40.956,588.418,40.956,173.548,562.02,16.53,48.72,57.42,52.15,32.968,54.592,0.563,64.667,344328.948,255,NaN,NaN,100,454920,21,562.89,73.95,47.726,38.71,1.582,0.632,0.837
449,16-1_10min:n_8_t_39:_10021,1183.792,255,0,255,255,255,589.008,39.157,589.008,39.157,142.578,569.85,20.01,40.02,43.5,45.751,32.945,46.89,0.732,53.034,301866.858,255,NaN,NaN,100,398820,22,570.72,63.51,48.991,36.367,1.389,0.72,0.94
450,16-1_10min:n_8_t_39:_10022,1117.941,255,0,255,255,255,586.695,43.4,586.695,43.4,153.651,562.89,24.36,45.24,46.11,47.979,29.668,43.029,0.595,58.601,285075.031,255,NaN,NaN,100,376635,23,562.89,70.47,40.786,36.345,1.617,0.618,0.86
451,16-1_10min:n_8_t_39:_10023,1162.598,255,0,255,255,255,586.107,43.718,586.107,43.718,173.548,558.54,20.88,50.46,55.68,49.484,29.914,43.787,0.485,64.831,296462.592,255,NaN,NaN,100,391680,24,558.54,74.82,40.101,38.906,1.654,0.605,0.769
452,16-1_10min:n_8_t_39:_10024,1237.532,255,0,255,255,255,586.375,43.384,586.375,43.384,182.16,555.93,20.88,53.94,58.29,56.034,28.12,45.513,0.469,71.457,315570.533,255,NaN,NaN,100,416925,25,555.93,78.3,42.039,37.839,1.993,0.502,0.769
453,16-1_10min:n_8_t_39:_10025,1091.45,255,0,255,255,255,593.509,38.952,593.509,38.952,141.347,572.46,20.88,44.37,38.28,44.943,30.921,28.494,0.686,53.326,278319.699,255,NaN,NaN,100,367710,26,572.46,58.29,33.69,35.226,1.453,0.688,0.926
454,16-1_10min:n_8_t_39:_10026,1148.974,255,0,255,255,255,596.724,38.994,596.724,38.994,142.243,575.94,20.88,41.76,36.54,42.837,34.151,15.92,0.714,50.287,292988.421,255,NaN,NaN,100,387090,27,575.94,56.55,37.266,36.305,1.254,0.797,0.896
455,16-1_10min:n_8_t_41:_10027,1115.671,255,0,255,255,255,598.614,38.006,598.614,38.006,143.386,575.94,22.62,47.85,34.8,48.198,29.472,18.364,0.682,53.743,284496.003,255,NaN,NaN,100,375870,28,576.81,57.42,29.055,32.479,1.635,0.611,0.924
456,16-1_10min:n_8_t_41:_10028,1089.179,255,0,255,255,255,599.791,38.281,599.791,38.281,145.548,575.94,23.49,51.33,33.06,49.574,27.974,14.349,0.646,53.926,277740.671,255,NaN,NaN,100,366945,29,575.94,54.81,17.85,30.313,1.772,0.564,0.913
457,16-1_10min:n_8_t_42:_10029,977.915,255,0,255,255,255,604.472,40.361,604.472,40.361,140.925,580.29,26.1,53.07,26.97,52.249,23.831,178.244,0.619,54.45,249368.274,255,NaN,NaN,100,329460,30,580.29,53.07,12.926,26.819,2.193,0.456,0.913
458,16-1_10min:n_8_t_44:_10030,1429.027,255,0,255,255,255,613.414,39.322,613.414,39.322,169.1,582.03,21.75,59.16,33.06,61.269,29.697,0.881,0.628,60.981,364401.936,255,NaN,NaN,100,481440,31,582.03,53.07,14.036,32.964,2.063,0.485,0.867
459,16-1_10min:n_8_t_47:_10031,1323.818,255,0,255,255,255,618.358,41.058,618.358,41.058,167.658,587.25,26.97,61.77,28.71,66.842,25.217,175.47,0.592,62.959,337573.616,255,NaN,NaN,100,445995,32,587.25,49.59,11.155,27.408,2.651,0.377,0.865
460,16-1_10min:n_8_t_47:_10032,1338.199,255,0,255,255,255,622.677,41.198,622.677,41.198,156.286,591.6,26.97,59.16,29.58,61.842,27.552,176.006,0.688,59.929,341240.796,255,NaN,NaN,100,450840,33,591.6,45.24,9.189,28.82,2.245,0.446,0.918
461,16-1_10min:n_8_t_47:_10033,1298.84,255,0,255,255,255,627.739,42.791,627.739,42.791,156.075,600.3,27.84,53.07,33.06,56.347,29.349,174.671,0.67,56.416,331204.302,255,NaN,NaN,100,437580,34,600.3,51.33,19.832,31.304,1.92,0.521,0.888
462,16-1_10min:n_8_t_51:_10034,1311.708,255,0,255,255,255,631.264,41.205,631.264,41.205,158.66,600.3,26.97,57.42,35.67,58.884,28.363,165.344,0.655,59.517,334485.463,255,NaN,NaN,100,441915,35,600.3,27.84,164.745,33.572,2.076,0.482,0.911
463,16-1_10min:n_8_t_51:_10035,1303.382,255,0,255,255,255,632.249,41.536,632.249,41.536,161.332,599.43,26.1,59.16,34.8,60.41,27.471,160.704,0.629,64.977,332362.359,255,NaN,NaN,100,439110,36,599.43,26.97,153.778,30.74,2.199,0.455,0.926
464,16-1_10min:n_8_t_54:_10036,1404.806,255,0,255,255,255,633.556,42.268,633.556,42.268,171.051,596.82,26.1,65.25,34.8,66.228,27.007,163.434,0.603,70.142,358225.632,255,NaN,NaN,100,473280,37,596.82,26.1,156.615,30.089,2.452,0.408,0.928
465,16-1_10min:n_8_t_56:_10037,1426,255,0,255,255,255,639.585,43.344,639.585,43.344,175.463,601.17,26.97,68.73,33.93,67.452,26.918,166.447,0.582,71.811,363629.898,255,NaN,NaN,100,480420,38,601.17,27.84,160.907,30.355,2.506,0.399,0.9
466,16-1_10min:n_8_t_56:_10038,1419.944,255,0,255,255,255,640.182,43.125,640.182,43.125,185.182,596.82,25.23,72.21,35.67,69.719,25.932,163.504,0.52,77.708,362085.822,255,NaN,NaN,100,478380,39,596.82,26.1,158.318,29.532,2.689,0.372,0.902
467,16-1_10min:n_8_t_56:_10039,1204.985,255,0,255,255,255,648.128,46.571,648.128,46.571,149.326,618.57,32.19,53.07,32.19,56.337,27.233,165.191,0.679,56.416,307271.124,255,NaN,NaN,100,405960,40,618.57,38.28,160.168,30.773,2.069,0.483,0.933
468,16-1_10min:n_8_t_57:_10040,1381.342,255,0,255,255,255,653.622,47.713,653.622,47.713,164.302,620.31,32.19,59.16,34.8,57.376,30.654,167.567,0.643,61.917,352242.337,255,NaN,NaN,100,465375,41,620.31,40.89,162.838,34.8,1.872,0.534,0.917
469,16-1_10min:n_8_t_57:_10041,1188.333,255,0,255,255,255,658.593,45.524,658.593,45.524,153.316,627.27,30.45,54.81,32.19,54.157,27.938,171.614,0.635,57.03,303024.915,255,NaN,NaN,100,400350,42,627.27,37.41,158.523,31.965,1.938,0.516,0.906
470,16-1_10min:n_8_t_52:_10042,439.002,255,0,255,255,255,650.268,45.693,650.268,45.693,86.774,635.1,34.8,30.45,22.62,34.756,16.082,149.315,0.733,36.207,111945.51,255,NaN,NaN,100,147900,43,635.1,35.67,144.782,16.963,2.161,0.463,0.941
471,16-1_10min:n_8_t_61:_10043,1333.658,255,0,255,255,255,665.2,46.714,665.2,46.714,175.164,629.88,28.71,59.16,39.15,53.494,31.743,158.438,0.546,67.771,340082.739,255,NaN,NaN,100,449310,44,629.88,33.06,150.803,39.15,1.685,0.593,0.835
472,16-1_10min:n_8_t_61:_10044,1324.575,255,0,255,255,255,670.259,48.716,670.259,48.716,151.489,642.93,28.71,47.85,40.02,47.115,35.795,157.666,0.725,56.255,337766.625,255,NaN,NaN,100,446250,45,642.93,38.28,148.276,40.02,1.316,0.76,0.928
473,16-1_10min:n_8_t_61:_10045,1301.868,255,0,255,255,255,673.947,48.838,673.947,48.838,158.063,647.28,23.49,44.37,47.85,43.356,38.232,135.919,0.655,54.637,331976.34,255,NaN,NaN,100,438600,46,647.28,36.54,142.765,42.364,1.134,0.882,0.872
474,16-1_10min:n_8_t_61:_10046,1487.308,255,0,255,255,255,677.115,50.261,677.115,50.261,169.347,647.28,24.36,49.59,52.2,50.896,37.207,133.647,0.652,62.501,379263.667,255,NaN,NaN,100,501075,47,647.28,34.8,141.216,40.338,1.368,0.731,0.885
475,16-1_10min:n_8_t_61:_10047,1478.983,255,0,255,255,255,681.389,50.324,681.389,50.324,161.455,655.98,21.75,46.98,51.33,49.193,38.28,129.333,0.713,56.235,377140.563,255,NaN,NaN,100,498270,48,655.98,38.28,145.081,39.973,1.285,0.778,0.9
476,16-1_10min:n_8_t_61:_10048,1519.098,255,0,255,255,255,683.179,49.912,683.179,49.912,166.5,654.24,21.75,53.07,51.33,51.547,37.523,132.666,0.689,59.574,387370.066,255,NaN,NaN,100,511785,49,654.24,37.41,151.189,38.791,1.374,0.728,0.881
477,16-1_10min:n_8_t_61:_10049,1495.634,255,0,255,255,255,683.924,50.272,683.924,50.272,169.049,654.24,21.75,52.2,52.2,52.962,35.956,132.714,0.658,61.788,381386.772,255,NaN,NaN,100,503880,50,654.24,38.28,147.653,39.271,1.473,0.679,0.878
478,16-1_10min:n_8_t_61:_10050,1570.567,255,0,255,255,255,684.305,47.855,684.305,47.855,172.019,654.24,18.27,52.2,53.94,50.278,39.773,128.899,0.667,60.326,400494.712,255,NaN,NaN,100,529125,51,654.24,37.41,146.768,43.446,1.264,0.791,0.875
479,16-1_10min:n_8_t_61:_10051,1550.131,255,0,255,255,255,687.731,48.545,687.731,48.545,178.171,659.46,17.4,48.72,60.9,55.147,35.789,114.999,0.614,63.337,395283.456,255,NaN,NaN,100,522240,52,689.91,17.4,105.945,42.115,1.541,0.649,0.882
480,16-1_10min:n_8_t_61:_10052,1564.512,255,0,255,255,255,690.333,48.639,690.333,48.639,193.234,657.72,18.27,56.55,62.64,59.043,33.738,119.833,0.527,72.419,398950.636,255,NaN,NaN,100,527085,53,657.72,35.67,141.34,39.987,1.75,0.571,0.8
481,16-1_10min:n_8_t_61:_10053,1471.414,255,0,255,255,255,691.661,49.355,691.661,49.355,195.483,657.72,19.14,58.29,62.64,60.246,31.097,122.561,0.484,73.256,375210.468,255,NaN,NaN,100,495720,54,657.72,36.54,142.722,39.555,1.937,0.516,0.773
482,16-1_10min:n_8_t_61:_10054,1499.419,255,0,255,255,255,694.163,51.729,694.163,51.729,198.665,661.2,20.01,58.29,64.38,64.943,29.397,120.897,0.477,74.323,382351.82,255,NaN,NaN,100,505155,55,661.2,37.41,141.654,40.271,2.209,0.453,0.752
483,16-1_10min:n_8_t_61:_10055,1483.524,255,0,255,255,255,694.796,50.524,694.796,50.524,194.042,663.81,21.75,54.81,60.9,61.973,30.479,118.291,0.495,69.974,378298.62,255,NaN,NaN,100,499800,56,663.81,38.28,141.563,42.836,2.033,0.492,0.762
484,16-1_10min:n_8_t_61:_10056,1518.341,255,0,255,255,255,698.745,49.898,698.745,49.898,183.092,672.51,17.4,46.98,65.25,63.492,30.448,109.626,0.569,66.309,387177.057,255,NaN,NaN,100,511530,57,694.26,20.01,109.148,40.351,2.085,0.48,0.831
485,16-1_10min:n_8_t_61:_10057,1498.662,255,0,255,255,255,702.988,55.515,702.988,55.515,184.971,688.17,15.66,33.06,73.08,72.458,26.335,100.428,0.55,74.394,382158.81,255,NaN,NaN,100,504900,58,704.7,15.66,100.784,31.433,2.751,0.363,0.861
486,16-1_10min:n_8_t_61:_10058,1578.893,255,0,255,255,255,701.869,56.625,701.869,56.625,189.805,681.21,16.53,38.28,73.95,67.672,29.707,97.242,0.551,75.414,402617.817,255,NaN,NaN,100,531930,59,701.22,16.53,101.31,36.773,2.278,0.439,0.868
487,16-1_10min:n_8_t_61:_10059,1681.832,255,0,255,255,255,704.187,57.439,704.187,57.439,192.986,683.82,17.4,39.15,75.69,69.843,30.66,100.999,0.567,77.293,428867.109,255,NaN,NaN,100,566610,60,705.57,17.4,101.689,36.712,2.278,0.439,0.888
488,16-1_10min:n_8_t_61:_10060,1657.611,255,0,255,255,255,703.105,55.748,703.105,55.748,186.325,683.82,17.4,36.54,73.95,69.608,30.32,99.024,0.6,75.093,422690.805,255,NaN,NaN,100,558450,61,703.83,17.4,100.008,35.252,2.296,0.436,0.915
489,16-1_10min:n_9_t_15:_10000,1278.404,255,0,255,255,255,483.346,571.318,483.346,571.318,151.911,454.14,549.84,53.07,37.41,58.434,27.856,24.04,0.696,60.875,325993.046,255,NaN,NaN,100,430695,1,454.14,583.77,30.964,28.404,2.098,0.477,0.961
490,16-1_10min:n_9_t_15:_10001,1588.733,255,0,255,255,255,486.489,572.739,486.489,572.739,165.867,455.01,547.23,56.55,45.24,59.411,34.048,26.9,0.726,62.525,405126.94,255,NaN,NaN,100,535245,2,455.01,582.9,31.921,34.744,1.745,0.573,0.959
491,16-1_10min:n_9_t_15:_10002,1818.074,255,0,255,255,255,490.024,571.715,490.024,571.715,174.48,455.01,548.1,62.64,45.24,65.141,35.536,28.69,0.75,69.273,463608.819,255,NaN,NaN,100,612510,3,455.01,582.03,25.278,36.797,1.833,0.546,0.967
492,16-1_10min:n_9_t_16:_10003,1205.742,255,0,255,255,255,491.7,565.883,491.7,565.883,154.495,463.71,546.36,54.81,38.28,63.6,24.138,31.381,0.635,63.564,307464.133,255,NaN,NaN,100,406215,4,463.71,581.16,30.426,25.35,2.635,0.38,0.92
493,16-1_10min:n_9_t_17:_10004,2383.478,255,0,255,255,255,499.732,570.459,499.732,570.459,189.877,467.19,538.53,59.16,61.77,66.254,45.805,47.186,0.831,67.754,607786.916,255,NaN,NaN,100,802995,5,487.2,600.3,65.739,44.842,1.446,0.691,0.966
494,16-1_10min:n_9_t_17:_10005,2082.989,255,0,255,255,255,503.877,566.931,503.877,566.931,178.979,471.54,538.53,56.55,52.2,57.201,46.365,34.066,0.817,61.154,531162.144,255,NaN,NaN,100,701760,6,473.28,580.29,39.806,47.834,1.234,0.811,0.955
495,16-1_10min:n_9_t_15:_10006,748.574,255,0,255,255,255,493.369,569.298,493.369,569.298,110.362,474.15,552.45,38.28,32.19,43.512,21.904,34.827,0.772,43.439,190886.395,255,NaN,NaN,100,252195,7,474.15,580.29,32.735,22.656,1.986,0.503,0.949
496,16-1_10min:n_9_t_23:_10007,1765.091,255,0,255,255,255,506.887,561.766,506.887,561.766,168.328,478.5,535.92,53.07,49.59,59.468,37.791,38.531,0.783,60.488,450098.154,255,NaN,NaN,100,594660,8,479.37,578.55,40.333,41.35,1.574,0.635,0.948
497,16-1_10min:n_9_t_15:_10008,616.873,255,0,255,255,255,499.9,570.592,499.9,570.592,96.107,484.59,555.06,29.58,30.45,35.072,22.395,44.639,0.839,35.871,157302.742,255,NaN,NaN,100,207825,9,488.94,583.77,50.906,23.377,1.566,0.639,0.95
498,16-1_10min:n_9_t_25:_10009,997.594,255,0,255,255,255,509.811,561.127,509.811,561.127,147.659,487.2,535.05,45.24,48.72,62.091,20.457,47.6,0.575,60.981,254386.521,255,NaN,NaN,100,336090,10,490.68,581.16,47.891,24.584,3.035,0.329,0.873
499,16-1_10min:n_9_t_25:_10010,2405.428,255,0,255,255,255,521.624,561.018,521.624,561.018,197.136,488.94,524.61,60.9,62.64,61.309,49.955,48.517,0.778,66.4,613384.191,255,NaN,NaN,100,810390,11,496.77,582.03,58.392,50.406,1.227,0.815,0.95
500,16-1_10min:n_9_t_17:_10011,512.421,255,0,255,255,255,514.02,566.431,514.02,566.431,92.205,501.12,548.97,25.23,31.32,31.49,20.719,66.82,0.757,34.274,130667.431,255,NaN,NaN,100,172635,12,502.86,580.29,66.038,21.732,1.52,0.658,0.94
501,16-1_10min:n_9_t_17:_10012,455.654,255,0,255,255,255,516.601,563.928,516.601,563.928,86.563,504.6,548.97,23.49,28.71,28.163,20.6,74.073,0.764,30.163,116191.719,255,NaN,NaN,100,153510,13,505.47,576.81,56.768,21.699,1.367,0.731,0.913
502,16-1_10min:n_9_t_25:_10013,2828.535,254.932,4.171,255,0,255,533.997,560.984,534,560.981,229.81,501.12,527.22,67.86,61.77,64.196,56.1,157.743,0.673,70.169,721083.492,255,-61.106,3732,99.973,952680,14,501.12,555.06,162.688,60.777,1.144,0.874,0.921
503,16-1_10min:n_9_t_19:_10014,781.121,255,0,255,255,255,522.051,567.796,522.051,567.796,117.708,501.12,554.19,44.37,26.97,43.194,23.026,162.23,0.708,46.77,199185.804,255,NaN,NaN,100,263160,15,501.12,555.93,161.565,24.212,1.876,0.533,0.949
504,16-1_10min:n_9_t_24:_10015,590.382,255,0,255,255,255,528.838,564.827,528.838,564.827,92.081,515.91,550.71,26.1,27.84,28.977,25.941,69.86,0.875,30.98,150547.41,255,NaN,NaN,100,198900,16,515.91,575.07,38.157,25.799,1.117,0.895,0.951
505,16-1_10min:n_9_t_25:_10016,554.051,255,0,255,255,255,532.995,561.413,532.995,561.413,92.802,521.13,544.62,22.62,32.19,34.143,20.661,75.007,0.808,34.735,141282.954,255,NaN,NaN,100,186660,17,524.61,576.81,67.932,21.106,1.652,0.605,0.947
506,16-1_10min:n_9_t_25:_10017,513.178,255,0,255,255,255,541.377,557.522,541.377,557.522,99.464,532.44,538.53,17.4,41.76,39.328,16.614,91.591,0.652,41.796,130860.441,255,NaN,NaN,100,172890,18,540.27,538.53,92.386,17.4,2.367,0.422,0.939
507,16-1_10min:n_9_t_25:_10018,2490.958,255,0,255,255,255,566.366,568.858,566.366,568.858,193.074,539.4,539.4,55.68,56.55,58.373,54.333,132.143,0.84,62.501,635194.264,255,NaN,NaN,100,839205,19,548.1,541.14,128.784,53.954,1.074,0.931,0.959
508,16-1_10min:n_9_t_25:_10019,1967.183,255,0,255,255,255,572.33,562.568,572.33,562.568,179.329,544.62,539.4,58.29,42.63,58.651,42.705,171.744,0.769,63.175,501631.691,255,NaN,NaN,100,662745,20,544.62,554.19,157.319,42.203,1.373,0.728,0.941
509,16-1_10min:n_9_t_25:_10020,913.578,255,0,255,255,255,565.61,560.73,565.61,560.73,131.715,546.36,545.49,44.37,31.32,43.185,26.936,178.951,0.662,47.052,232962.466,255,NaN,NaN,100,307785,21,546.36,548.1,160.56,31.32,1.603,0.624,0.892
510,16-1_10min:n_9_t_25:_10020,913.578,255,0,255,255,255,565.61,560.73,565.61,560.73,131.715,546.36,545.49,44.37,31.32,43.185,26.936,178.951,0.662,47.052,232962.466,255,NaN,NaN,100,307785,21,546.36,548.1,160.56,31.32,1.603,0.624,0.892
511,16-1_10min:0023-0655-0682:_10022,2229.071,254.74,8.136,255,0,255,590.948,572.734,590.954,572.74,250.865,559.41,544.62,68.73,50.46,71.868,39.491,152.343,0.445,75.805,567833.949,255,-31.284,976.668,99.898,750210,23,562.02,548.97,148.134,44.304,1.82,0.549,0.878
512,16-1_10min:0024-0650-0697:_10023,2781.608,255,0,255,255,255,609.193,566.292,609.193,566.292,222.989,577.68,530.7,57.42,69.6,67.009,52.853,82.836,0.703,74.643,709309.912,255,NaN,NaN,100,937125,24,602.91,600.3,68.819,56.348,1.268,0.789,0.895
513,16-1_10min:0025-0645-0707:_10024,2803.558,255,0,255,255,255,618.053,563.501,618.053,563.501,221.037,587.25,526.35,55.68,70.47,67.692,52.733,93.101,0.721,73.271,714907.188,255,NaN,NaN,100,944520,25,588.99,546.36,137.406,54.534,1.284,0.779,0.918
