 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
514,16-1_10min:0026-0645-0707:_10025,2803.558,0,0,0,0,0,618.053,563.501,618.053,563.501,221.037,587.25,526.35,55.68,70.47,67.692,52.733,93.101,0.721,73.271,0,0,NaN,NaN,0,0,26,588.99,546.36,137.406,54.534,1.284,0.779,0.918
515,16-1_10min:0027-0647-0717:_10026,3251.642,255,0,255,255,255,627.572,565.937,627.572,565.937,259.9,594.21,517.65,60.03,91.35,76.973,53.787,106.025,0.605,93.904,829168.812,255,NaN,NaN,100,1095480,27,627.27,517.65,103.392,59.576,1.431,0.699,0.858
516,16-1_10min:0028-0653-0725:_10027,2715,255,0,255,255,255,636.008,567.662,636.008,567.662,238.983,604.65,526.35,53.07,84.39,81.057,42.647,104.771,0.597,87.369,692325.077,255,NaN,NaN,100,914685,28,630.75,526.35,105.005,53.07,1.901,0.526,0.837
517,16-1_10min:0029-0651-0728:_10028,3141.135,255,0,255,255,255,637.269,567.527,637.269,567.527,231.303,607.26,525.48,53.07,81.78,78.751,50.786,96.097,0.738,85.287,800989.425,255,NaN,NaN,100,1058250,29,630.75,525.48,108.435,53.07,1.551,0.645,0.932
518,16-1_10min:0030-0651-0735:_10029,3010.191,255,0,255,255,255,640.47,569.129,640.47,569.129,238,609,523.74,60.9,85.26,80.774,47.45,107.302,0.668,87.196,767598.782,255,NaN,NaN,100,1014135,30,631.62,523.74,102.095,55.187,1.702,0.587,0.868
519,16-1_10min:0031-0651-0738:_10030,3097.235,255,0,255,255,255,645.846,568.516,645.846,568.516,262.448,611.61,520.26,61.77,92.22,92.466,42.649,110.083,0.565,98.587,789794.874,255,NaN,NaN,100,1043460,31,630.75,521.13,113.398,54.318,2.168,0.461,0.825
520,16-1_10min:0032-0651-0742:_10031,2281.297,255,0,255,255,255,646.765,565.19,646.765,565.19,225.835,623.79,522.87,43.5,87,91.503,31.744,108.054,0.562,94.028,581730.633,255,NaN,NaN,100,768570,32,629.01,522.87,112.294,36.437,2.883,0.347,0.895
521,16-1_10min:0033-0649-0736:_10032,1166.383,255,0,255,255,255,639.612,565.448,639.612,565.448,197.872,625.53,522.87,30.45,83.52,89.76,16.545,104.444,0.374,86.165,297427.639,255,NaN,NaN,100,392955,33,629.88,522.87,106.422,18.768,5.425,0.184,0.851
522,16-1_10min:0034-0652-0742:_10033,1793.096,255,0,255,255,255,647.443,561.324,647.443,561.324,229.701,629.88,527.22,32.19,80.04,79.878,28.582,95.216,0.427,82.719,457239.506,255,NaN,NaN,100,604095,34,635.1,527.22,104.621,32.19,2.795,0.358,0.905
523,16-1_10min:0035-0645-0746:_10034,1774.174,255,0,255,255,255,649.557,552.069,649.557,552.069,212.09,632.49,519.39,33.06,83.52,80.145,28.186,93.459,0.496,85.14,452414.268,255,NaN,NaN,100,597720,35,640.32,519.39,101.195,33.06,2.843,0.352,0.886
524,16-1_10min:0036-0647-0747:_10035,1159.571,255,0,255,255,255,651.902,557.363,651.902,557.363,181.666,637.71,524.61,24.36,76.56,72.26,20.432,96.691,0.442,76.683,295690.554,255,NaN,NaN,100,390660,36,654.24,524.61,93.252,24.36,3.537,0.283,0.857
525,16-1_10min:0037-0651-0760:_10036,2592.383,255,0,255,255,255,661.939,561.322,661.939,561.322,272.64,642.06,513.3,39.15,106.14,110.4,29.898,91.801,0.438,107.419,661057.538,255,NaN,NaN,100,873375,37,657.72,619.44,81.148,39,3.693,0.271,0.763
526,16-1_10min:0038-0657-0770:_10037,1998.216,255,0,255,255,255,667.333,579.54,667.333,579.54,252.867,649.89,522,40.89,100.05,105.967,24.009,101.806,0.393,104.545,509545.08,255,NaN,NaN,100,673200,38,656.85,522,108.435,33.02,4.414,0.227,0.782
527,16-1_10min:0039-0650-0770:_10038,2203.336,255,0,255,255,255,671.543,562.655,671.543,562.655,276.12,653.37,509.82,33.93,111.36,112.928,24.842,91.64,0.363,111.526,561850.655,255,NaN,NaN,100,742305,39,667.29,509.82,93.13,33.845,4.546,0.22,0.711
528,16-1_10min:0040-0652-0780:_10039,3066.202,255,0,255,255,255,682.254,564.503,682.254,564.503,323.77,660.33,503.73,37.41,127.02,133.36,29.274,90.902,0.368,127.78,781881.485,255,NaN,NaN,100,1033005,40,674.25,503.73,96.254,37.196,4.556,0.22,0.754
529,16-1_10min:0041-0656-0793:_10040,3320.52,255,0,255,255,255,688.581,564.867,688.581,564.867,334.421,667.29,504.6,45.24,132.24,136.023,31.082,84.94,0.373,132.312,846732.677,255,NaN,NaN,100,1118685,41,682.08,504.6,91.884,40.557,4.376,0.229,0.742
530,16-1_10min:0042-0656-0793:_10041,3259.968,255,0,255,255,255,691.192,567.867,691.192,567.867,329.674,669.9,505.47,40.89,130.5,137.123,30.27,86.377,0.377,131.335,831291.917,255,NaN,NaN,100,1098285,42,683.82,505.47,96.466,38.816,4.53,0.221,0.761
531,16-1_10min:0043-0658-0799:_10042,3291.758,255,0,255,255,255,696.272,570.576,696.272,570.576,342.4,675.12,505.47,40.89,134.85,135.336,30.969,86.305,0.353,135.567,839398.316,255,NaN,NaN,100,1108995,43,688.17,505.47,95.894,40.89,4.37,0.229,0.727
532,16-1_10min:0044-0658-0802:_10043,2518.206,255,0,255,255,255,698.095,569.304,698.095,569.304,332.259,680.34,505.47,35.67,134.85,134.263,23.881,88.035,0.287,135.567,642142.606,255,NaN,NaN,100,848385,44,689.04,505.47,95.894,33.259,5.622,0.178,0.665
533,16-1_10min:0045-0660-0809:_10044,2658.233,255,0,255,255,255,702.919,565.927,702.919,565.927,330.905,684.69,509.82,39.15,128.76,131.553,25.728,86.299,0.305,129.817,677849.364,255,NaN,NaN,100,895560,45,691.65,509.82,97.316,35.254,5.113,0.196,0.669
534,16-1_10min:0046-0658-0814:_10045,3362.15,255,0,255,255,255,708.396,566.006,708.396,566.006,349.87,687.3,508.08,41.76,129.63,125.255,34.177,88.351,0.345,130.306,857348.199,255,NaN,NaN,100,1132710,46,690.78,508.95,98.833,41.76,3.665,0.273,0.715
535,16-1_10min:0047-0655-0795:_10046,5711.567,254.932,4.151,255,0,255,698.728,560.697,698.73,560.696,534.28,651.63,507.21,80.91,126.15,111.11,65.45,105.67,0.251,129.665,1456063.668,255,-61.4,3768,99.973,1923720,47,675.99,508.95,106.368,77.189,1.698,0.589,0.79
536,16-1_10min:0048-0656-0824:_10047,3131.295,255,0,255,255,255,719.177,561.475,719.177,561.475,308.707,696,505.47,41.76,130.5,121.028,32.942,88.683,0.413,130.642,798480.302,255,NaN,NaN,100,1054935,48,715.14,635.97,87.328,41.412,3.674,0.272,0.819
537,16-1_10min:0049-0657-0835:_10048,3112.373,255,0,255,255,255,728.353,570.235,728.353,570.235,320.465,704.7,504.6,43.5,134.85,123.111,32.189,88.347,0.381,135.13,793655.064,255,NaN,NaN,100,1048560,49,721.23,639.45,86.309,42.476,3.825,0.261,0.775
538,16-1_10min:0050-0658-0839:_10049,3378.802,255,0,255,255,255,732.659,572.377,732.659,572.377,328.233,708.18,504.6,43.5,136.59,128.408,33.503,85.073,0.394,136.659,861594.408,255,NaN,NaN,100,1138320,50,723.84,641.19,88.176,43.5,3.833,0.261,0.782
539,16-1_10min:0051-0657-0840:_10050,3024.572,255,0,255,255,255,733.694,568.067,733.694,568.067,336.969,709.05,503.73,43.5,136.59,127.005,30.322,82.776,0.335,136.69,771265.962,255,NaN,NaN,100,1018980,51,725.58,640.32,87.811,43.5,4.189,0.239,0.698
540,16-1_10min:n_10_t_37:_10051,2698.349,255,0,255,255,255,742.749,568.294,742.749,568.294,308.583,719.49,507.21,41.76,122.67,117.018,29.36,87.884,0.356,123.898,688078.868,255,NaN,NaN,100,909075,52,720.36,629.88,81.927,39.563,3.986,0.251,0.679
541,16-1_10min:n_10_t_37:_10052,3334.901,255,0,255,255,255,741.569,579.254,741.569,579.254,449.879,713.4,505.47,48.72,133.98,119.106,35.65,86.132,0.207,134.321,850399.857,255,NaN,NaN,100,1123530,53,722.1,639.45,85.914,48.66,3.341,0.299,0.625
542,16-1_10min:n_10_t_39:_10053,4004.001,254.807,7.01,255,0,255,745.748,577.092,745.755,577.091,395.445,716.88,509.82,53.94,127.02,123.088,41.418,84.705,0.322,128.348,1020248.217,255,-36.325,1317.501,99.924,1347930,54,723.84,636.84,74.268,53.365,2.972,0.336,0.727
543,16-1_10min:n_10_t_39:_10054,3785.257,255,0,255,255,255,747.302,577.885,747.302,577.885,377.113,719.49,514.17,50.46,120.93,117.721,40.94,85.934,0.334,124.495,965240.509,255,NaN,NaN,100,1275255,55,724.71,635.1,76.255,50.228,2.875,0.348,0.755
544,16-1_10min:n_10_t_40:_10055,3189.577,255,0,255,255,255,749.795,568.269,749.795,568.269,426.168,723.84,504.6,53.94,132.24,107.322,37.84,79.101,0.221,135.321,813342.033,255,NaN,NaN,100,1074570,56,729.06,636.84,77.751,49.167,2.836,0.353,0.646
545,16-1_10min:n_10_t_44:_10056,3394.697,255,0,255,255,255,757.073,570.864,757.073,570.864,373.123,733.41,502.86,46.98,130.5,117.69,36.726,88.605,0.306,132.962,865647.608,255,NaN,NaN,100,1143675,57,735.15,632.49,77.146,42.62,3.205,0.312,0.754
546,16-1_10min:0058-0615-0869:_10057,968.832,255,0,255,255,255,755.942,533.226,755.942,533.226,182.423,742.98,496.77,26.97,76.56,80.299,15.362,78.365,0.366,79.356,247052.16,255,NaN,NaN,100,326400,58,748.2,573.33,74.745,18.975,5.227,0.191,0.804
547,16-1_10min:n_10_t_42:_10058,2328.224,255,0,255,255,255,766.126,579.705,766.126,579.705,335.105,750.81,497.64,29.58,142.68,137.419,21.572,87.239,0.261,143.128,593697.222,255,NaN,NaN,100,784380,59,762.99,640.32,85.468,29.58,6.37,0.157,0.688
548,16-1_10min:n_10_t_44:_10059,2198.038,255,0,255,255,255,773.121,571.319,773.121,571.319,331.167,759.51,493.29,26.97,149.64,154.55,18.108,84.494,0.252,150.369,560499.588,255,NaN,NaN,100,740520,60,765.6,642.93,84.355,24.105,8.535,0.117,0.783
549,16-1_10min:n_10_t_45:_10060,2159.436,255,0,255,255,255,777.825,569.691,777.825,569.691,339.27,764.73,490.68,24.36,153.99,150.935,18.216,87.845,0.236,154.542,550656.103,255,NaN,NaN,100,727515,61,768.21,644.67,85.156,24.154,8.286,0.121,0.746
611,16-1_10min:n_11_t_11:_10000,1485.038,255,0,255,255,255,237.345,183.409,237.345,183.409,183.777,217.5,149.64,39.15,71.34,63.02,30.003,80.446,0.553,73.863,378684.639,255,NaN,NaN,100,500310,1,236.64,220.98,74.982,34.722,2.1,0.476,0.911
612,16-1_10min:n_11_t_11:_10001,1450.977,255,0,255,255,255,238.852,183.855,238.852,183.855,185.939,220.11,147.9,39.15,73.95,65.484,28.212,75.971,0.527,76.609,369999.211,255,NaN,NaN,100,488835,2,237.51,221.85,74.859,32.014,2.321,0.431,0.908
613,16-1_10min:n_11_t_11:_10002,1447.193,255,0,255,255,255,240.288,182.272,240.288,182.272,188.487,222.72,147.03,35.67,77.43,69.173,26.638,78.687,0.512,79.974,369034.164,255,NaN,NaN,100,487560,3,236.64,224.46,75.51,29.54,2.597,0.385,0.925
614,16-1_10min:n_11_t_11:_10003,1369.232,255,0,255,255,255,242.353,181.208,242.353,181.208,193.707,225.33,143.55,35.67,80.04,72.07,24.19,76.459,0.459,83.175,349154.185,255,NaN,NaN,100,461295,4,235.77,223.59,74.219,28.296,2.979,0.336,0.896
615,16-1_10min:n_11_t_11:_10004,1329.116,255,0,255,255,255,243.962,181.322,243.962,181.322,188.997,227.94,143.55,33.93,79.17,76.145,22.224,74.41,0.468,82.581,338924.682,255,NaN,NaN,100,447780,5,235.77,222.72,73.474,26.261,3.426,0.292,0.91
616,16-1_10min:n_11_t_11:_10005,1379.072,255,0,255,255,255,245.075,180.55,245.075,180.55,187.555,230.55,141.81,33.06,78.3,80.651,21.771,72.19,0.493,82.264,351663.309,255,NaN,NaN,100,464610,6,235.77,220.11,72.14,23.186,3.704,0.27,0.942
617,16-1_10min:n_11_t_11:_10006,1306.409,255,0,255,255,255,246.042,178.405,246.042,178.405,194.006,230.55,137.46,33.06,81.78,85.333,19.493,72.749,0.436,85.844,333134.397,255,NaN,NaN,100,440130,7,235.77,219.24,72.3,20.572,4.378,0.228,0.928
618,16-1_10min:n_11_t_11:_10007,1021.058,255,0,255,255,255,246.58,179.931,246.58,179.931,183.355,233.16,141.81,30.45,78.3,82,15.854,73.157,0.382,82.002,260369.815,255,NaN,NaN,100,343995,8,237.51,220.11,72.719,16.932,5.172,0.193,0.905
619,16-1_10min:n_11_t_11:_10008,1008.948,255,0,255,255,255,247.202,179.036,247.202,179.036,191.545,233.16,136.59,31.32,81.78,86.263,14.892,73.257,0.346,85.583,257281.664,255,NaN,NaN,100,339915,9,237.51,218.37,72.854,16.099,5.793,0.173,0.911
620,16-1_10min:n_11_t_11:_10009,949.153,255,0,255,255,255,245.404,182.484,245.404,182.484,169.311,233.16,145.29,26.1,73.08,77.231,15.648,75.432,0.416,76.004,242033.913,255,NaN,NaN,100,319770,10,235.77,218.37,74.055,16.369,4.936,0.203,0.928
621,16-1_10min:n_11_t_32:_10010,3051.821,254.81,6.954,255,0,255,261.169,126.477,261.168,126.489,418.909,234.9,67.86,51.33,147.03,130.597,29.753,74.808,0.219,152.61,777635.275,255,-36.62,1339.001,99.926,1027395,11,238.38,214.89,74.458,42.87,4.389,0.228,0.696
622,16-1_10min:n_11_t_34:_10011,1512.286,255,0,255,255,255,277.864,95.488,277.864,95.488,180.137,264.48,60.9,26.1,73.95,77.121,24.967,90.145,0.586,74.46,385632.981,255,NaN,NaN,100,509490,12,270.57,134.85,83.29,26.036,3.089,0.324,0.934
623,16-1_10min:n_11_t_34:_10012,1429.027,255,0,255,255,255,279.654,98.439,279.654,98.439,185.779,267.96,61.77,24.36,80.04,78.958,23.044,88.434,0.52,80.342,364401.936,255,NaN,NaN,100,481440,13,272.31,141.81,85.03,24.215,3.426,0.292,0.923
624,16-1_10min:n_11_t_34:_10012,1429.027,255,0,255,255,255,279.654,98.439,279.654,98.439,185.779,267.96,61.77,24.36,80.04,78.958,23.044,88.434,0.52,80.342,364401.936,255,NaN,NaN,100,481440,13,272.31,141.81,85.03,24.215,3.426,0.292,0.923
625,16-1_10min:n_11_t_34:_10012,1429.027,255,0,255,255,255,279.654,98.439,279.654,98.439,185.779,267.96,61.77,24.36,80.04,78.958,23.044,88.434,0.52,80.342,364401.936,255,NaN,NaN,100,481440,13,272.31,141.81,85.03,24.215,3.426,0.292,0.923
626,16-1_10min:n_11_t_30:_10015,714.514,255,0,255,255,255,265.25,98.289,265.25,98.289,130.485,254.04,69.6,19.14,56.55,51.545,17.65,86.545,0.527,56.61,182200.968,255,NaN,NaN,100,240720,16,264.48,69.6,92.643,19.14,2.92,0.342,0.888
627,16-1_10min:n_11_t_35:_10016,2369.097,255,0,255,255,255,276.253,91.692,276.253,91.692,225.624,254.91,54.81,39.15,87.87,83.914,35.947,88.639,0.585,89.255,604119.735,255,NaN,NaN,100,798150,17,270.57,142.68,79.895,38.066,2.334,0.428,0.891
628,16-1_10min:n_11_t_36:_10017,5249.858,255,0,255,255,255,258.941,83.368,258.941,83.368,457.822,217.5,25.23,78.3,112.23,99.488,67.188,83.071,0.315,115.844,1338713.892,255,NaN,NaN,100,1768680,18,220.98,137.46,75.651,68.341,1.481,0.675,0.803
629,16-1_10min:n_11_t_30:_10018,2454.627,255,0,255,255,255,243.627,81.462,243.627,81.462,268.615,221.85,25.23,35.67,107.88,111.633,27.996,86.158,0.428,111.2,625929.808,255,NaN,NaN,100,826965,19,222.72,133.11,75.964,34.575,3.987,0.251,0.831
630,16-1_10min:n_11_t_31:_10019,2309.302,255,0,255,255,255,246.622,82.938,246.622,82.938,260.723,224.46,29.58,36.54,104.4,112.361,26.168,85.148,0.427,107.405,588871.985,255,NaN,NaN,100,778005,20,228.81,133.98,76.414,31.284,4.294,0.233,0.809
631,16-1_10min:n_11_t_31:_10020,2337.307,255,0,255,255,255,249.141,76.268,249.141,76.268,268.615,226.2,23.49,38.28,107.88,113.978,26.11,85.377,0.407,111.2,596013.336,255,NaN,NaN,100,787440,21,227.07,131.37,75.964,30.604,4.365,0.229,0.772
632,16-1_10min:n_11_t_31:_10021,1748.439,255,0,255,255,255,251.445,79.698,251.445,79.698,234.113,230.55,34.8,34.8,95.7,99.447,22.386,82.874,0.401,99.081,445851.945,255,NaN,NaN,100,589050,22,232.29,130.5,73.156,25.972,4.442,0.225,0.777
633,16-1_10min:n_11_t_31:_10022,1537.264,255,0,255,255,255,255.382,61.971,255.382,61.971,206.149,239.25,25.23,27.84,88.74,80.685,24.259,99.135,0.455,90.43,392002.294,255,NaN,NaN,100,517905,23,247.95,25.23,101.094,27.84,3.326,0.301,0.921
634,16-1_10min:n_11_t_31:_10023,1628.092,255,0,255,255,255,257.597,68.371,257.597,68.371,215.359,241.86,26.1,27.84,92.22,94.245,21.995,99.131,0.441,94.012,415163.434,255,NaN,NaN,100,548505,24,247.95,26.1,101.206,25.285,4.285,0.233,0.896
635,16-1_10min:n_11_t_30:_10024,1170.924,255,0,255,255,255,261.014,74.769,261.014,74.769,156.498,242.73,47.85,33.06,56.55,62.123,23.999,107.41,0.601,62.252,298585.697,255,NaN,NaN,100,394485,25,245.34,47.85,116.565,26.661,2.589,0.386,0.899
636,16-1_10min:n_11_t_32:_10025,2751.331,255,0,255,255,255,264.687,60.47,264.687,60.47,260.46,245.34,11.31,36.54,107.88,109.858,31.888,91.661,0.51,108.164,701589.532,255,NaN,NaN,100,926925,26,261,119.19,85.849,36.54,3.445,0.29,0.873
637,16-1_10min:n_11_t_32:_10026,1849.864,255,0,255,255,255,267.022,67.357,267.022,67.357,210.649,253.17,28.71,28.71,85.26,88.542,26.601,92.183,0.524,86.848,471715.218,255,NaN,NaN,100,623220,27,261,113.97,79.028,27.623,3.328,0.3,0.912
638,16-1_10min:n_11_t_37:_10027,2973.103,255,0,255,255,255,270.892,53.244,270.892,53.244,263.22,250.56,6.96,42.63,106.14,105.857,35.76,87.264,0.539,107.859,758141.316,255,NaN,NaN,100,1001640,28,262.74,113.1,77.421,40.977,2.96,0.338,0.874
639,16-1_10min:n_11_t_37:_10028,3209.256,255,0,255,255,255,274.572,55.783,274.572,55.783,269.459,251.43,9.57,44.37,103.53,107.987,37.839,90.301,0.555,105.284,818360.28,255,NaN,NaN,100,1081200,29,266.22,113.1,79.526,43.892,2.854,0.35,0.86
640,16-1_10min:n_11_t_37:_10029,2638.553,255,0,255,255,255,277.046,49.614,277.046,49.614,242.726,253.17,10.44,45.24,93.96,91.893,36.559,92.175,0.563,94.125,672831.117,255,NaN,NaN,100,888930,30,275.79,104.4,81.495,43.162,2.514,0.398,0.873
641,16-1_10min:n_11_t_37:_10030,1980.807,255,0,255,255,255,280.086,50.833,280.086,50.833,223.972,257.52,16.53,39.15,86.13,82.423,30.599,100.61,0.496,88.834,505105.861,255,NaN,NaN,100,667335,31,265.35,16.53,104.172,38.31,2.694,0.371,0.824
642,16-1_10min:n_11_t_37:_10031,1133.079,255,0,255,255,255,285.492,61.042,285.492,61.042,190.191,269.7,26.1,26.97,80.04,76.562,18.843,96.746,0.394,81.395,288935.222,255,NaN,NaN,100,381735,32,270.57,26.1,100.469,22.915,4.063,0.246,0.802
643,16-1_10min:n_11_t_38:_10032,1031.655,255,0,255,255,255,290.448,48.022,290.448,48.022,189.084,269.7,9.57,33.93,76.56,70.715,18.575,102.215,0.363,78.71,263071.948,255,NaN,NaN,100,347565,33,272.31,9.57,103.422,24.15,3.807,0.263,0.696
644,16-1_10min:n_11_t_40:_10033,1350.31,255,0,255,255,255,296.481,42.553,296.481,42.553,168.044,282.75,11.31,27.84,61.77,68.403,25.134,93.746,0.601,63.837,344328.948,255,NaN,NaN,100,454920,34,284.49,11.31,107.447,27.183,2.722,0.367,0.884
645,16-1_10min:n_11_t_39:_10034,1012.732,255,0,255,255,255,297.803,48.602,297.803,48.602,152.806,287.1,13.05,23.49,64.38,64.342,20.041,99.048,0.545,64.965,258246.711,255,NaN,NaN,100,341190,35,290.58,13.05,97.696,22.299,3.211,0.311,0.927
646,16-1_10min:n_11_t_40:_10035,1104.317,255,0,255,255,255,301.335,48.601,301.335,48.601,161.63,289.71,13.05,25.23,69.6,67.507,20.828,103.376,0.531,71.742,281600.861,255,NaN,NaN,100,372045,36,292.32,13.05,104.036,23.668,3.241,0.309,0.943
647,16-1_10min:n_11_t_40:_10036,899.197,255,0,255,255,255,303.784,50.004,303.784,50.004,146.778,291.45,16.53,25.23,60.9,61.534,18.606,105.09,0.524,63.337,229295.286,255,NaN,NaN,100,302940,37,293.19,16.53,105.945,21.171,3.307,0.302,0.909
648,16-1_10min:n_11_t_42:_10037,1017.274,255,0,255,255,255,312.237,52.795,312.237,52.795,171.262,297.54,15.66,30.45,70.47,74.619,17.358,108.431,0.436,74.643,259404.768,255,NaN,NaN,100,342720,38,297.54,15.66,111.181,19.376,4.299,0.233,0.919
649,16-1_10min:n_11_t_42:_10038,1023.329,255,0,255,255,255,309.948,37.46,309.948,37.46,159.468,291.45,8.7,34.8,57.42,66.846,19.492,108.127,0.506,63.462,260948.844,255,NaN,NaN,100,344760,39,293.19,8.7,118.673,22.442,3.429,0.292,0.811
650,16-1_10min:n_11_t_45:_10039,628.227,255,0,255,255,255,317.16,41.957,317.16,41.957,123.947,305.37,13.92,24.36,49.59,50.107,15.964,106.643,0.514,51.064,160197.885,255,NaN,NaN,100,211650,40,307.98,13.92,103.799,19.201,3.139,0.319,0.87
651,16-1_10min:n_11_t_49:_10040,804.585,255,0,255,255,255,326.777,39.68,326.777,39.68,152.93,313.2,6.96,25.23,64.38,62.185,16.474,102.959,0.432,65.689,205169.098,255,NaN,NaN,100,271065,41,315.81,6.96,101.459,19.576,3.775,0.265,0.854
652,16-1_10min:n_11_t_49:_10041,933.258,255,0,255,255,255,328.147,39.38,328.147,39.38,163.37,314.07,5.22,26.1,69.6,67.442,17.619,102.389,0.439,71.34,237980.714,255,NaN,NaN,100,314415,42,314.07,5.22,102.68,19.733,3.828,0.261,0.903
653,16-1_10min:n_11_t_50:_10042,882.545,255,0,255,255,255,330.755,36.586,330.755,36.586,148.94,316.68,5.22,26.1,62.64,60.817,18.476,104.136,0.5,64.415,225049.077,255,NaN,NaN,100,297330,43,316.68,6.09,106.477,20.402,3.292,0.304,0.915
654,16-1_10min:n_11_t_52:_10043,912.064,255,0,255,255,255,332.156,34.547,332.156,34.547,140.838,319.29,4.35,26.97,55.68,55.725,20.84,103.857,0.578,57.611,232576.447,255,NaN,NaN,100,307275,44,319.29,4.35,104.876,22.763,2.674,0.374,0.915
655,16-1_10min:n_11_t_53:_10044,964.291,255,0,255,255,255,335.746,42.496,335.746,42.496,173.599,327.12,6.09,20.01,75.69,67.755,18.121,92.506,0.402,76.188,245894.103,255,NaN,NaN,100,324870,45,327.99,6.09,96.557,19.597,3.739,0.267,0.917
656,16-1_10min:n_11_t_54:_10045,642.608,255,0,255,255,255,339.646,35.825,339.646,35.825,123.824,331.47,6.96,20.88,48.72,46.623,17.549,100.8,0.527,49.215,163865.065,255,NaN,NaN,100,216495,46,332.34,6.96,98.13,20.88,2.657,0.376,0.893
657,16-1_10min:n_11_t_54:_10046,773.552,255,0,255,255,255,341.55,35.492,341.55,35.492,131.381,332.34,5.22,21.75,51.33,52.33,18.821,101.367,0.563,54.485,197255.709,255,NaN,NaN,100,260610,47,333.21,5.22,109.592,21.26,2.78,0.36,0.925
658,16-1_10min:n_11_t_56:_10047,859.082,255,0,255,255,255,344.518,35.871,344.518,35.871,141.522,334.95,5.22,23.49,53.94,54.859,19.939,98.617,0.539,55.332,219065.783,255,NaN,NaN,100,289425,48,334.95,5.22,106.44,23.49,2.751,0.363,0.878
659,16-1_10min:n_11_t_57:_10048,944.611,255,0,255,255,255,346.968,34.646,346.968,34.646,145.512,337.56,2.61,24.36,55.68,58.025,20.727,99.281,0.561,57.189,240875.856,255,NaN,NaN,100,318240,49,340.17,2.61,103.191,24.36,2.799,0.357,0.894
660,16-1_10min:n_11_t_57:_10049,938.556,255,0,255,255,255,349.932,37.44,349.932,37.44,154.845,341.04,1.74,21.75,65.25,64.205,18.612,96.562,0.492,65.302,239331.78,255,NaN,NaN,100,316200,50,344.52,1.74,92.291,21.75,3.45,0.29,0.888
661,16-1_10min:n_11_t_57:_10050,1197.416,255,0,255,255,255,351.664,44.366,351.664,44.366,205.429,342.78,0.87,22.62,91.35,79.736,19.121,91.707,0.357,91.553,305341.029,255,NaN,NaN,100,403410,51,344.52,0.87,93.814,22.62,4.17,0.24,0.849
662,16-1_10min:n_11_t_60:_10051,1880.896,255,0,255,255,255,356.776,58.082,356.776,58.082,247.523,343.65,3.48,27.84,100.05,101.889,23.504,91.363,0.386,100.356,479628.607,255,NaN,NaN,100,633675,52,344.52,103.53,85.525,27.84,4.335,0.231,0.832
663,16-1_10min:n_11_t_59:_10052,1597.059,255,0,255,255,255,356.91,48.867,356.91,48.867,226.432,346.26,4.35,24.36,98.31,95.084,21.386,87.054,0.391,98.621,407250.045,255,NaN,NaN,100,538050,53,347.13,102.66,85.446,24.36,4.446,0.225,0.867
664,16-1_10min:n_11_t_59:_10053,949.909,255,0,255,255,255,358.79,33.96,358.79,33.96,152.806,348,1.74,22.62,64.38,59.789,20.229,91.139,0.511,64.404,242226.922,255,NaN,NaN,100,320025,54,354.09,1.74,91.548,22.62,2.956,0.338,0.88
665,16-1_10min:n_11_t_59:_10053,949.909,255,0,255,255,255,358.79,33.96,358.79,33.96,152.806,348,1.74,22.62,64.38,59.789,20.229,91.139,0.511,64.404,242226.922,255,NaN,NaN,100,320025,54,354.09,1.74,91.548,22.62,2.956,0.338,0.88
666,16-1_10min:n_11_t_60:_10055,768.253,255,0,255,255,255,363.323,33.034,363.323,33.034,136.302,354.09,0.87,20.01,55.68,55.573,17.602,96.695,0.52,57.248,195904.642,255,NaN,NaN,100,258825,56,355.83,0.87,106.783,20.01,3.157,0.317,0.915
